Age,Frequency,TempC
0.751827,77.62550392,-31.9024
0.760574,78.55704472,-31.7144
0.769708,9.553878597,-31.5472
0.77945,49.40975597,-31.4508
0.789362,18.5602704,-31.3852
0.798428,94.53778709,-31.3748
0.807722,60.00592494,-31.3456
0.81694,40.34139001,-31.3132
0.826615,3.559613434,-31.3156
0.835738,70.81957532,-31.3444
0.844395,70.27620799,-31.36
0.852799,91.84645153,-31.3656
0.860838,59.30242807,-31.3844
0.86922,53.26343722,-31.378
0.878411,44.51386752,-31.3224
0.886462,73.72461623,-31.2496
0.895097,57.91662262,-31.2776
0.903091,98.27207886,-31.2616
0.912228,32.58329333,-31.2084
0.922222,50.70113624,-31.0276
0.931148,10.23684296,-30.9288
0.939188,20.57019755,-30.8272
0.947684,39.42914425,-30.6236
0.955867,14.41069095,-30.4956
0.964939,49.28269455,-30.4628
0.973903,48.71454205,-30.5276
0.981625,84.51023452,-30.6348
0.990328,38.46386956,-30.6732
0.998549,73.30253807,-30.6752
1.00806,93.05012779,-30.7012
1.01675,58.05611911,-30.7436
1.02498,20.96838971,-30.886
1.03373,87.56372599,-30.986
1.04265,79.11438001,-31.0792
1.05126,65.19056315,-31.0816
1.05927,81.82927364,-31.0876
1.06818,4.720746467,-31.0812
1.07716,66.85062932,-31.1404
1.08641,46.03694894,-31.1968
1.09554,91.81751407,-31.2252
1.10413,81.18481038,-31.26
1.11306,40.40069322,-31.3228
1.12125,50.09357352,-31.45
1.13051,92.36579239,-31.5652
1.13904,11.96015751,-31.5872
1.14735,88.62189005,-31.6168
1.15586,27.70129034,-31.666
1.16476,51.4554559,-31.8344
1.17328,85.75546403,-31.9684
1.18046,36.81750824,-32.0592
1.18887,10.3314647,-32.1312
1.19794,62.18984609,-32.1568
1.20626,64.26818672,-32.1876
1.21472,75.4526909,-32.1728
1.224,56.83332897,-32.1616
1.23259,46.97441664,-32.142
1.24154,93.35121773,-32.0588
1.24954,7.299216407,-32
1.25801,22.92532176,-31.9184
1.26691,72.27710105,-31.914
1.27608,84.7102787,-31.8824
1.2859,7.237207247,-31.8288
1.2859,54.53654111,-31.7664
1.29524,43.73387087,-31.7312
1.29524,22.81661713,-31.7696
1.30404,68.17634674,-31.79
1.30404,46.59832898,-31.7968
1.31223,5.95153624,-31.7416
1.31223,5.130225971,-31.7568
1.32075,45.77337423,-31.8148
1.32946,23.28847654,-31.8756
1.33792,59.80590307,-31.8216
1.34697,70.10573372,-31.678
1.3561,39.24253492,-31.6064
1.3561,83.79467219,-31.54
1.36515,16.07423533,-31.4136
1.3755,11.0361258,-31.3372
1.45517,85.17158674,-31.2064
1.46524,97.78521274,-31.1224
1.47477,16.50455863,-31.0504
1.48454,9.928554867,-30.972
1.4955,69.71975562,-30.8616
1.50524,8.950687795,-30.6132
1.51486,34.30480957,-30.406
1.5615,88.47910887,-30.8536
1.57094,49.04376266,-30.8684
1.5812,93.35005757,-30.8528
1.5861,59.32005203,-30.8248
1.5861,67.79332336,-30.8028
1.61008,7.679003675,-30.6912
1.61543,38.05181303,-30.6036
1.62076,80.09190043,-30.4744
1.63927,97.3564903,-30.5144
1.64924,11.88168876,-30.548
1.65927,72.87323853,-30.6032
1.66852,59.74447236,-30.6744
1.67868,63.88273919,-30.784
1.68881,12.14947586,-30.9292
1.68881,42.73873863,-31.054
1.69948,85.83735451,-31.0616
1.70941,26.14529108,-31.0372
1.71893,34.34354354,-31.1236
1.72894,36.48164927,-31.038
1.73928,55.80926203,-31.0952
1.74962,90.88063799,-31.06
1.75946,16.06711031,-31.062
1.7692,42.91734624,-31.0356
1.78029,11.36038597,-30.9572
1.78971,46.47523905,-30.9284
1.80035,30.05592948,-30.9844
1.81142,16.92136935,-31.0492
1.82315,30.75374137,-31.0444
1.8333,14.85334959,-31.0452
1.84287,48.94819561,-31.1384
1.86251,60.86281947,-31.2244
1.87147,35.95610962,-31.2044
1.88188,9.993820945,-31.1904
1.89214,15.29332805,-31.1048
1.90198,30.06216954,-31.0352
1.91245,66.31247201,-30.9324
1.92203,79.19587745,-30.8292
1.93107,48.45233672,-30.5908
1.94026,0.233731124,-30.4624
1.94608,38.24173711,-30.312
1.95856,15.5037632,-30.308
1.96849,9.031158235,-30.2532
1.97799,62.83511262,-30.2448
1.98776,60.52754496,-30.23
1.99741,63.02747441,-30.21
2.00687,56.35901072,-30.1052
2.01653,7.174948817,-29.9572
2.01923,24.33554178,-29.8624
2.03356,39.6208677,-29.8748
2.04614,50.06378842,-29.8372
2.04614,54.85595214,-29.7996
2.0571,12.39103329,-29.6404
2.06824,68.90202878,-29.5708
2.07894,97.98076123,-29.6412
2.08846,36.42973162,-29.6832
2.0993,94.60147175,-29.7492
2.10836,1.185008299,-29.7792
2.11616,15.92828231,-29.8368
2.12776,93.37158592,-29.8812
2.13909,3.106478765,-30.016
2.14919,90.89149864,-30.1064
2.1594,61.63109508,-30.116
2.17028,13.25033021,-30.024
2.18181,87.96576554,-29.984
2.19224,61.94582256,-29.99
2.20231,97.09237448,-30.0324
2.21242,86.85124786,-30.2
2.22278,3.132351064,-30.3908
2.23314,60.74711852,-30.5716
2.2429,42.79164845,-30.584
2.25295,2.68409723,-30.5556
2.26302,32.4836358,-30.6676
2.27297,38.78265202,-30.7688
2.29293,10.47350348,-30.682
2.29293,69.77186621,-30.608
2.30303,42.60403745,-30.4748
2.31378,69.06675204,-30.3012
2.32376,42.98149864,-30.1432
2.33394,33.6579967,-30.0964
2.3545,70.24974267,-30.1232
2.3545,90.24997874,-30.0996
2.36483,3.398132736,-30.1556
2.37252,31.75323536,-30.1732
2.37252,78.28855125,-30.2732
2.39424,22.18623773,-30.4764
2.40558,76.97540804,-30.5296
2.41346,28.17313674,-30.468
2.42653,4.542665015,-30.3708
2.43401,79.18310225,-30.3168
2.4418,74.55370966,-30.296
2.45724,56.97130572,-30.3252
2.46762,30.04772199,-30.3972
2.4781,73.57477144,-30.3908
2.4781,77.74340142,-30.3904
2.49988,48.0782437,-30.3548
2.51066,86.18877246,-30.3288
2.52109,22.65370209,-30.356
2.53011,35.99639582,-30.534
2.54144,35.80128696,-30.708
2.55375,83.66970845,-30.7632
2.56417,73.35144082,-30.8272
2.57483,24.73108573,-30.894
2.58638,30.99926106,-30.8808
2.59745,83.55356498,-30.8524
2.60855,99.93462776,-30.8228
2.61946,5.404060878,-30.7372
2.63055,63.92560021,-30.7356
2.64107,5.603992429,-30.7968
2.65162,46.37518818,-30.7888
2.66191,3.010414673,-30.716
2.67243,90.20498958,-30.5204
2.6828,22.2180441,-30.4736
2.69378,64.15301776,-30.5832
2.70438,62.33433711,-30.6768
2.71562,80.66689344,-30.8152
2.72615,45.625451,-30.9
2.73776,88.77594205,-30.9512
2.74792,12.27799463,-30.9668
2.7587,95.81523186,-30.9428
2.77179,43.26831319,-30.9504
2.78387,30.21101031,-30.8692
2.7947,13.46447392,-30.7616
2.80521,99.93970906,-30.6812
2.81616,71.82145255,-30.6324
2.82689,26.29085639,-30.5648
2.83709,96.07813165,-30.55
2.84742,33.75352041,-30.5444
2.85628,56.33942467,-30.4556
2.86795,77.02592865,-30.4336
2.87913,99.88692305,-30.4768
2.88976,39.07620011,-30.5576
2.90092,80.42294139,-30.598
2.91165,95.5017756,-30.5196
2.92235,55.70442848,-30.5196
2.93349,85.63342641,-30.5792
2.94418,7.739837833,-30.6144
2.95523,64.79490769,-30.6136
2.96584,58.14425004,-30.584
2.97628,96.05991392,-30.5716
2.98684,47.28328854,-30.55
2.99808,36.47335403,-30.6104
3.00957,98.67611187,-30.6812
3.02042,96.88127225,-30.6904
3.03162,63.44820275,-30.682
3.04236,86.30734643,-30.7092
3.04236,23.9738329,-30.6628
3.05323,88.89645569,-30.614
3.06401,97.21014038,-30.7688
3.07477,40.01154546,-30.8804
3.08533,3.453360139,-30.7972
3.09639,47.73796731,-30.5932
3.10803,48.03744332,-30.3016
3.12079,1.085070549,-30.1508
3.13329,95.32789164,-30.0836
3.14554,91.83822083,-29.982
3.15823,81.02744569,-29.8252
3.16981,18.43920096,-29.6896
3.18111,68.30927087,-29.6084
3.1932,32.73569395,-29.5512
3.20403,24.75654568,-29.52
3.21458,51.20865238,-29.4428
3.22761,90.89019902,-29.27
3.23771,42.94750349,-29.1308
3.24864,27.87964746,-29.046
3.26018,52.95857364,-28.9916
3.27439,75.44545716,-28.912
3.2861,49.78968206,-28.802
3.29707,49.98301524,-28.748
3.30847,44.99132548,-28.8592
3.32032,85.5173876,-29.152
3.33111,34.51506635,-29.5372
3.3432,24.12867615,-29.7272
3.35472,94.16810047,-29.6492
3.36737,31.7107111,-29.7116
3.37868,19.13250477,-29.9108
3.37868,29.41338627,-30.0028
3.39053,95.70617134,-30.042
3.40228,7.452385071,-30.068
3.41073,18.2988439,-30.0736
3.42556,44.63653143,-30.104
3.43744,57.71420694,-30.09
3.44934,98.05995752,-30.1524
3.46206,61.86736285,-30.2792
3.49126,67.8480222,-30.3076
3.51028,80.09522448,-30.4036
3.52252,83.25489747,-30.5624
3.53388,92.60198031,-30.5792
3.54495,18.92256333,-30.4848
3.55781,73.76312491,-30.3464
3.56909,8.787983182,-30.2572
3.58158,11.7016073,-30.1548
3.60574,11.91042428,-29.9812
3.61751,95.74346196,-29.7988
3.62631,55.18254844,-29.8404
3.63624,6.272142774,-29.896
3.65183,61.87416479,-29.9384
3.66517,63.22540341,-30.1136
3.6769,49.607265,-30.2796
3.68897,43.61307823,-30.396
3.70128,9.505822025,-30.476
3.71343,21.26402973,-30.3912
3.72529,68.48543087,-30.2644
3.73611,96.75919111,-30.2116
3.74726,2.64796622,-30.2676
3.75966,75.12206611,-30.3796
3.77206,19.8772488,-30.5124
3.78402,79.92455938,-30.5568
3.79601,10.29649786,-30.768
3.80816,95.18929915,-30.7912
3.81744,97.61613677,-30.85
3.83218,0.132180368,-31.008
3.84379,33.37544995,-31.0768
3.85557,88.67923512,-31.046
3.86721,29.58991311,-31.0388
3.88009,57.80120895,-31.09
3.8883,86.87983395,-31.156
3.90487,14.59442333,-31.1772
3.91643,87.1238389,-31.1752
3.92905,12.90518722,-31.2212
3.94172,52.16192484,-31.2308
3.95367,28.96606228,-31.1632
3.96647,74.10732606,-31.088
3.97873,37.73556858,-31.0604
3.98962,59.91040139,-31.0708
3.98962,91.34722583,-31.0932
4.01689,65.84314257,-30.9952
4.01689,10.29058426,-30.914
4.02942,35.04168952,-30.9148
4.04161,60.95720065,-30.9116
4.0544,8.872245582,-30.7012
4.06709,14.31162211,-30.6292
4.07996,21.79942316,-30.6284
4.09209,57.20375751,-30.5092
4.10332,22.35953493,-30.4428
4.1178,24.56022317,-30.3648
4.1301,93.59133528,-30.3132
4.14378,43.79970013,-30.3044
4.15614,53.78957291,-30.2968
4.16817,36.9334552,-30.3596
4.18243,53.37238891,-30.4568
4.19507,25.13132015,-30.4828
4.20752,36.82945242,-30.3596
4.21928,8.297005482,-30.2096
4.23173,82.24561606,-30.184
4.2444,24.56182645,-30.1632
4.25679,82.675444,-30.1116
4.26911,42.18516664,-30.2252
4.29427,19.77605377,-30.4428
4.29427,58.15178718,-30.4512
4.30731,78.34181381,-30.6972
4.32007,56.97847986,-30.7604
4.33297,99.40582595,-30.8104
4.34521,13.76704771,-30.9116
4.35767,4.240071681,-30.9476
4.37044,40.68964525,-31.0528
4.3804,0.900709229,-31.0964
4.3959,58.78195525,-31.026
4.40916,32.70370751,-31.0648
4.42179,72.24665497,-31.19
4.43329,35.43708185,-31.3324
4.44544,35.98027863,-31.4752
4.46016,79.86864599,-31.5024
4.47302,20.13657597,-31.4716
4.48559,61.7840329,-31.4972
4.49801,17.40259703,-31.4992
4.51066,1.987868054,-31.4524
4.52062,45.88148234,-31.1728
4.53626,34.20092028,-31.0408
4.54961,56.70990739,-31.0936
4.56299,43.18987774,-31.1496
4.57588,74.24470317,-31.1792
4.58879,61.44980912,-31.262
4.60261,13.48672172,-31.5564
4.61538,30.79901334,-31.7592
4.62865,79.96292346,-31.6288
4.64113,65.36160618,-31.546
4.65435,39.15270298,-31.5604
4.66728,24.00886254,-31.492
4.68099,35.02848348,-31.524
4.69271,21.05006667,-31.6804
4.70696,43.76975259,-31.7636
4.71955,55.09643182,-31.8592
4.73185,63.84774003,-31.9392
4.74497,62.81251891,-31.99
4.7592,44.75709733,-32.0408
4.77106,29.17496004,-31.9772
4.78446,29.16236557,-31.9276
4.79821,39.71786966,-31.9264
4.81147,66.25107405,-31.6268
4.82409,19.87850253,-31.1784
4.83594,66.81613842,-31.0256
4.85113,47.76414708,-31.0276
4.85774,9.191859658,-31.002
4.87831,86.04903775,-30.888
4.8912,86.35066603,-30.8236
4.90408,44.38138946,-30.7664
4.91732,25.89775619,-30.6044
4.93074,46.55574794,-30.526
4.94326,47.17495988,-30.3604
4.95743,71.86972308,-30.2396
4.97054,93.18153832,-30.24
4.98365,1.810732132,-30.2272
4.99637,45.64373946,-30.0832
5.0099,90.1453222,-29.9044
5.02375,81.33099423,-29.9024
5.03789,17.17134868,-30.1796
5.05163,31.67164068,-30.3712
5.06591,77.43899739,-30.3268
5.079,27.22679778,-30.25
5.09219,61.68206236,-30.2488
5.10608,43.90330133,-30.3864
5.12067,14.11128724,-30.3256
5.13425,69.07456795,-30.1728
5.14763,58.74324896,-30.114
5.16182,43.52047505,-29.972
5.17577,1.40839941,-29.9844
5.18944,8.557808471,-30.0092
5.20357,18.97130002,-29.9588
5.21773,94.39568575,-30.0732
5.21773,39.83749273,-30.1352
5.23162,3.717999736,-30.1988
5.24623,97.54665088,-30.1508
5.26047,10.0813127,-30.1524
5.27477,9.176469031,-30.274
5.28829,71.09390816,-30.3996
5.30205,54.11172302,-30.4916
5.32744,77.33799733,-30.656
5.3455,12.67056046,-30.9896
5.36025,8.590341361,-31.2688
5.375,75.91604745,-31.4068
5.38914,65.91509803,-31.49
5.40291,92.43280039,-31.4604
5.41721,9.397516058,-31.5168
5.43101,38.63423443,-31.5164
5.44433,81.34032627,-31.398
5.45868,11.65841341,-31.2252
5.47304,55.99835628,-31.1188
5.48824,25.28963981,-31.0236
5.50254,44.23192348,-30.9024
5.51717,62.02647891,-30.8612
5.53212,25.13925523,-30.7296
5.54742,9.783339922,-30.4972
5.56237,5.936790472,-30.2972
5.57743,0.909725949,-30.0928
5.59189,7.535334861,-30.0256
5.60692,70.05724795,-30.0888
5.62163,82.31602778,-30.0264
5.63604,97.09065827,-29.9068
5.65076,40.42261066,-29.9324
5.66574,82.690912,-30.0268
5.68131,30.91025978,-30.1428
5.69651,13.24629137,-30.2084
5.71158,84.88847917,-30.2144
5.72768,43.89130509,-30.34
5.74386,0.296544834,-30.4028
5.75966,46.75790243,-30.402
5.77528,14.31383707,-30.4208
5.79124,84.37308627,-30.5328
5.80773,60.3477457,-30.702
5.82253,70.46972558,-30.5928
5.839,13.17174875,-30.4672
5.85463,20.57417983,-30.5316
5.86923,79.84498375,-30.5912
5.88449,5.759935853,-30.6264
5.90023,32.39693236,-30.5388
5.91558,69.16862254,-30.4428
5.93039,46.99853339,-30.4052
5.94535,42.87305738,-30.308
5.96034,41.36814035,-30.2208
5.97573,18.77844269,-30.286
5.99083,52.38807158,-30.3368
6.00596,7.516006768,-30.3084
6.0209,85.72500305,-30.2136
6.03496,25.48464985,-30.3616
6.05012,98.08910645,-30.6112
6.06553,99.44442595,-30.7188
6.08086,61.46857666,-30.766
6.09623,76.95555494,-30.658
6.11194,43.70808759,-30.5184
6.12764,15.7362908,-30.5828
6.14418,84.15265456,-30.6424
6.16034,15.34400288,-30.648
6.17614,53.38013845,-30.6684
6.19186,98.22729331,-30.8152
6.20587,76.280483,-30.8952
6.22051,61.07183826,-30.928
6.23664,75.22577611,-30.9564
6.25305,27.70564993,-31.1336
6.26872,45.27405609,-31.1204
6.28533,26.85988118,-30.8376
6.30184,91.9710456,-30.7268
6.31832,16.58020713,-30.7548
6.33371,36.48159704,-30.8388
6.34887,41.90523117,-30.9292
6.3651,78.33403783,-30.8764
6.38053,21.94949785,-30.8852
6.39576,31.04147517,-30.9984
6.41131,58.86815903,-30.9712
6.42644,55.58761204,-30.8764
6.44171,13.28170146,-30.786
6.4541,85.50932742,-30.6648
6.46942,21.72363365,-30.5268
6.48984,55.89885118,-30.5572
6.50569,48.13113904,-30.7032
6.52176,40.64647529,-30.8692
6.53822,94.77718587,-30.9756
6.55345,19.89545142,-30.9136
6.5695,20.35305111,-30.9204
6.58525,69.89400942,-31.0852
6.6005,38.98730655,-31.0988
6.61583,94.86342517,-30.89
6.63207,73.83827245,-30.8152
6.64779,7.417977587,-30.8988
6.66322,32.00034333,-30.9104
6.67915,73.01568503,-30.9364
6.69554,28.65505002,-30.9736
6.71102,87.00443539,-30.8472
6.72716,37.93675632,-30.6172
6.74347,88.92675536,-30.3368
6.75923,50.60642692,-30.124
6.77629,55.14916584,-29.9692
6.79228,71.64711354,-29.6656
6.80946,16.71570916,-29.434
6.82614,52.02911322,-29.4184
6.84355,78.44829314,-29.4084
6.86083,25.39293141,-29.226
6.87712,3.877740452,-28.9944
6.89393,40.35902777,-28.9868
6.90989,44.50599361,-28.9756
6.92552,67.0206809,-28.8252
6.94231,40.16528125,-28.9184
6.95835,73.50550736,-29.0596
6.97497,68.29491277,-29.1308
6.97497,47.15928941,-29.1676
6.99152,82.29422622,-29.4676
7.00894,26.73655645,-29.916
7.04323,36.7137286,-30.3196
7.04323,83.42735708,-30.2892
7.06031,18.53222858,-30.474
7.07794,42.87905458,-30.6828
7.09519,40.04069205,-30.9452
7.11232,4.244471529,-30.9768
7.12535,1.997592898,-30.9636
7.1458,73.29643824,-31.1032
7.16351,53.22233923,-31.132
7.18052,13.402608,-31.2808
7.19745,44.91834751,-31.4364
7.21319,57.49183126,-31.42
7.23045,60.72192358,-31.2596
7.24715,97.84619632,-31.1212
7.26527,84.41141399,-30.976
7.28223,39.95614553,-30.78
7.2999,13.80457035,-30.6744
7.318,60.91091549,-30.5712
7.33372,11.96292087,-30.5724
7.3513,3.066592638,-30.472
7.36907,50.38335442,-30.2812
7.38632,7.947258011,-30.15
7.40322,8.133063735,-29.9776
7.41969,13.51528514,-29.8564
7.43669,58.70141835,-29.8072
7.45405,34.8331263,-30.0108
7.47127,2.51982887,-30.1188
7.48772,2.108438321,-30.1256
7.50461,35.76303249,-30.2656
7.5222,33.12495791,-30.308
7.53959,83.91099477,-30.2796
7.55658,2.019663354,-30.0988
7.57475,61.88581081,-30.1288
7.59248,57.27565977,-30.2872
7.60889,96.21871369,-30.2936
7.62559,97.92331275,-30.2704
7.64267,32.86371981,-30.0944
7.65986,46.32614638,-29.9088
7.67821,36.48139295,-29.592
7.69546,75.69988246,-29.3396
7.713,87.19985841,-29.2832
7.73063,55.79486345,-29.1944
7.74695,22.71081131,-29.1532
7.76515,94.39115698,-28.928
7.78312,91.04393444,-28.8632
7.80033,60.86461531,-28.8588
7.81732,34.32000517,-28.702
7.83454,16.99222503,-28.712
7.85147,80.6147173,-28.7472
7.86834,52.82109805,-28.9236
7.88577,97.07574299,-29.1064
7.90358,20.74934601,-29.1612
7.92131,12.8694488,-29.162
7.9391,42.80822833,-29.1468
7.95705,33.08600808,-29.1308
7.97462,70.63725459,-29.2384
7.99318,38.61719966,-29.6408
8.01154,30.72666717,-29.9208
8.02902,77.63159139,-30.0864
8.04627,24.62780825,-30.2788
8.06442,41.94733218,-30.4052
8.08312,67.12797952,-30.5756
8.10059,75.39329694,-30.5459
8.11911,16.63987077,-30.7749
8.13641,23.35818414,-30.8758
8.15316,10.94741464,-31.3526
8.17105,17.72147749,-31.8086
8.19002,74.83493078,-32.2392
8.21054,5.369472593,-32.4422
8.22997,55.17654776,-32.4
8.25054,63.92033213,-32.3196
8.26913,30.87628854,-32.2388
8.29001,32.48710323,-32.1624
8.3098,72.84817341,-32.0798
8.33024,63.19709818,-32.0107
8.34858,20.90550083,-31.9529
8.3659,44.93454873,-31.7431
8.38456,76.451594,-31.3673
8.40455,83.02054006,-30.9511
8.42404,37.4564161,-30.6043
8.44256,13.16292284,-30.389
8.461,45.13761621,-30.3226
8.48008,56.274884,-30.381
8.49925,58.74578432,-30.4508
8.51941,0.428818597,-30.4508
8.53861,15.8163511,-30.3911
8.55835,85.49643931,-30.3098
8.57752,61.13509276,-30.2165
8.59735,92.79734901,-30.134
8.61528,10.22624052,-30.1719
8.63264,8.145118959,-30.1798
8.65181,92.8718,-30.1391
8.67076,31.08159641,-30.1621
8.68911,77.92664019,-30.0722
8.70761,10.01843441,-29.9208
8.72678,19.04995103,-29.8419
8.74769,51.53879349,-29.8171
8.76607,69.95012026,-29.7985
8.785,48.58403237,-29.8242
8.80322,61.56876048,-29.8979
8.82189,65.71881363,-29.8682
8.84233,50.09594149,-29.6979
8.86239,93.30311543,-29.5147
8.88349,95.93761072,-29.4211
8.90358,16.41799192,-29.3893
8.9234,53.45615978,-29.4413
8.94196,43.23021458,-29.5777
8.96134,38.88159528,-29.6355
8.98044,1.953459142,-29.6404
9.00081,40.65526087,-29.6642
9.02086,48.53266916,-29.6547
9.04103,69.14123738,-29.5281
9.06115,46.09858662,-29.4456
9.08201,24.12529968,-29.5914
9.1009,98.857326,-29.8447
9.12035,99.17790911,-29.9694
9.13906,70.58697031,-29.9547
9.15842,40.30333723,-30.0505
9.17755,47.68212547,-30.1407
9.19888,97.68352605,-30.1385
9.19888,6.049763206,-30.1777
9.21799,74.99798658,-30.2914
9.23801,18.2084412,-30.2703
9.25962,63.96130585,-30.1954
9.28142,52.921269,-30.2263
9.30211,97.11510608,-30.0948
9.32318,26.29749596,-29.9703
9.34554,37.31866155,-29.9569
9.36593,2.821850335,-29.9826
9.38643,32.71140023,-30.0367
9.40756,12.6672337,-30.0664
9.42557,2.613081714,-30.1734
9.44683,56.48841119,-30.237
9.46809,63.83285761,-30.2707
9.48887,0.357075556,-30.3853
9.51004,27.21829125,-30.4691
9.53224,61.64769007,-30.6086
9.55597,38.80850877,-30.7177
9.57895,54.65650174,-30.6242
9.60142,67.85296285,-30.6119
9.62397,66.77115141,-30.4966
9.64699,90.24765807,-30.1771
9.67046,23.06175537,-29.9141
9.69374,46.93202755,-29.8596
9.7157,87.76927638,-29.8865
9.74141,97.32177701,-29.8489
9.76375,48.79991216,-29.9541
9.78686,81.41891397,-30.1003
9.81031,87.27642907,-30.3196
9.83391,35.56740273,-30.422
9.85734,43.90734253,-30.333
9.87968,19.79305467,-30.4648
9.90224,98.83210976,-30.6752
9.92533,14.23004256,-30.5437
9.97194,0.375878721,-30.4844
9.99627,57.59009618,-30.5627
10.0166,34.19559777,-30.4963
10.0284,91.26234167,-30.4391
10.0522,69.26110268,-30.4174
10.0644,76.61688038,-30.415
10.0759,33.33993564,-30.4835
10.0995,93.6727618,-30.5596
10.1113,97.15981787,-30.5419
10.1225,55.8060917,-30.6009
10.1342,19.54339987,-30.678
10.1474,74.5025476,-30.7434
10.1601,96.24162095,-30.8129
10.1728,91.02710452,-30.8749
10.1728,16.91570066,-30.8982
10.1862,7.780425192,-30.9667
10.1991,55.19484985,-31.0648
10.2124,41.35724223,-31.1572
10.2255,46.2929796,-31.2422
10.2392,59.90843577,-31.3544
10.2521,33.69137032,-31.4752
10.2641,26.90381166,-31.5973
10.2761,71.11997454,-31.7171
10.288,84.67348004,-31.8275
10.3001,40.97313883,-31.9245
10.3132,44.87076296,-32.0223
10.3238,65.19654188,-32.1138
10.3363,2.806037724,-32.2064
10.3502,14.6738679,-32.2957
10.3643,12.65525238,-32.3982
10.3897,73.09548963,-32.5263
10.4016,45.1070939,-32.6119
10.4141,18.97113509,-32.6914
10.428,68.42442935,-32.7609
10.4399,52.93613563,-32.8025
10.4399,85.81843575,-32.83
10.4528,59.51970848,-32.8578
10.4683,85.10220469,-32.8847
10.4683,33.26865531,-32.9067
10.4814,77.29448363,-32.9346
10.494,7.343091621,-32.9755
10.509,59.06179853,-33.0171
10.522,65.4100978,-33.0783
10.537,62.55636535,-33.1569
10.551,80.19721754,-33.1918
10.565,37.39783841,-33.2541
10.58,15.68405616,-33.2725
10.593,90.97012172,-33.3263
10.606,20.97051667,-33.389
10.62,86.63930784,-33.4807
10.634,93.72500686,-33.5587
10.648,26.60149132,-33.6404
10.662,84.75644282,-33.7566
10.678,31.99241015,-33.8551
10.692,9.283936628,-33.9459
10.706,21.90286592,-34.0437
10.72,30.5869853,-34.1251
10.734,72.76980029,-34.204
10.747,79.49123516,-34.2847
10.762,85.32628172,-34.3801
10.762,69.60682127,-34.415
10.792,26.35612578,-34.5911
10.806,4.358186721,-34.6954
10.819,75.95343708,-34.8006
10.819,28.90189645,-34.8495
10.833,47.76149705,-34.9272
10.847,84.26879258,-35.0125
10.862,31.38847679,-35.0468
10.877,43.11182895,-35.0771
10.891,25.93748341,-35.1263
10.921,25.62261775,-35.5526
10.937,94.84522228,-35.5352
10.951,65.80498219,-35.544
10.965,37.64640953,-34.963
10.98,65.30621922,-35.1465
10.995,32.1665993,-35.404
11.011,91.1894185,-35.4523
11.025,73.26155959,-35.3474
