SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,Taxon Name,Value,PollenSum,Percentage,Units,Element,Context,Depth,ColUnit
Three Pines Bog,47.0,-80.116667,,,4853.0,Tsuga,1.0,342.0018,0.292396121892,NISP,pollen,,280.0,3PINES
Three Pines Bog,47.0,-80.116667,,,5137.0,Tsuga,1.0,434.0032,0.230413047646,NISP,pollen,,300.0,3PINES
Three Pines Bog,47.0,-80.116667,,,5421.0,Tsuga,1.0,450.0019,0.222221283955,NISP,pollen,,320.0,3PINES
Three Pines Bog,47.0,-80.116667,,,5492.0,Tsuga,3.0,447.0023,0.671137486317,NISP,pollen,,325.0,3PINES
Three Pines Bog,47.0,-80.116667,,,6272.0,Tsuga,2.0,376.0018,0.531912347228,NISP,pollen,,380.0,3PINES
Three Pines Bog,47.0,-80.116667,,,6414.0,Tsuga,2.0,416.0009,0.480768190646,NISP,pollen,,390.0,3PINES
Lake Allie,44.8036,-94.5579,,,149.0,Tsuga,1.0,372.0212,0.268801885484,NISP,pollen,,50.0,ALLIE
Lake Allie,44.8036,-94.5579,,,248.0,Tsuga,1.0,345.0169,0.289840874462,NISP,pollen,,80.0,ALLIE
Lake Allie,44.8036,-94.5579,,,445.0,Tsuga,1.0,359.0195,0.278536402619,NISP,pollen,,140.0,ALLIE
Amba River Exposure 596,43.316667,131.816667,,,2500.0,Tsuga,1.0,480.0,0.208333333333,NISP,pollen,,200.0,AMBA
Amba River Exposure 596,43.316667,131.816667,,,2798.0,Tsuga,1.0,411.0,0.243309002433,NISP,pollen,,280.0,AMBA
Amguema River Valley Exposure 2,67.666667,178.6,,,2000.0,Tsuga,2.0,333.0,0.600600600601,NISP,pollen,,100.0,AMGUEMA2
Amguema River Valley Exposure 2,67.666667,178.6,,,2162.0,Tsuga,2.0,324.0,0.617283950617,NISP,pollen,,200.0,AMGUEMA2
Amguema River Valley Exposure 2,67.666667,178.6,,,2486.0,Tsuga,3.0,359.0,0.8356545961,NISP,pollen,,400.0,AMGUEMA2
Amguema River Valley Exposure 2,67.666667,178.6,,,2648.0,Tsuga,4.0,298.0,1.34228187919,NISP,pollen,,500.0,AMGUEMA2
Amguema River Valley Exposure 2,67.666667,178.6,,,2972.0,Tsuga,2.0,116.0,1.72413793103,NISP,pollen,,700.0,AMGUEMA2
Site 1 (Swain unpublished),45.2,-91.28,,,,Tsuga,1.0,324.0,0.308641975309,NISP,pollen,,0.0,AMS001
Site 2 (Swain unpublished),43.42,-88.0,,,,Tsuga,1.0,319.0,0.313479623824,NISP,pollen,,0.0,AMS002
Site 3 (Swain unpublished),43.33,-88.2,,,,Tsuga,2.0,435.0,0.459770114943,NISP,pollen,,0.0,AMS003
Site 7 (Swain unpublished),42.8,-88.55,,,,Tsuga,2.0,306.0,0.653594771242,NISP,pollen,,0.0,AMS007
Site 8 (Swain unpublished),45.15,-88.18,,,,Tsuga,10.0,525.0,1.90476190476,NISP,pollen,,0.0,AMS008
Site 9 (Swain unpublished),45.32,-88.8,,,,Tsuga,11.0,280.0,3.92857142857,NISP,pollen,,0.0,AMS009
Site 10 (Swain unpublished),45.48,-88.17,,,,Tsuga,27.0,630.0,4.28571428571,NISP,pollen,,0.0,AMS010
Site 11 (Swain unpublished),45.7,-87.62,,,,Tsuga,33.0,406.0,8.12807881773,NISP,pollen,,0.0,AMS011
Site 12 (Swain unpublished),46.07,-87.83,,,,Tsuga,33.0,483.0,6.83229813665,NISP,pollen,,0.0,AMS012
Site 13 (Swain unpublished),46.3,-87.53,,,,Tsuga,8.0,375.0,2.13333333333,NISP,pollen,,0.0,AMS013
Site 15 (Swain unpublished),46.57,-88.22,,,,Tsuga,3.0,310.0,0.967741935484,NISP,pollen,,0.0,AMS015
Site 16 (Swain unpublished),46.57,-88.45,,,,Tsuga,9.0,408.0,2.20588235294,NISP,pollen,,0.0,AMS016
Site 17 (Swain unpublished),46.6,-88.85,,,,Tsuga,69.0,727.0,9.49105914718,NISP,pollen,,0.0,AMS017
Site 18 (Swain unpublished),46.35,-88.88,,,,Tsuga,18.0,610.0,2.95081967213,NISP,pollen,,0.0,AMS018
Site 19 (Swain unpublished),46.15,-88.88,,,,Tsuga,23.0,430.0,5.3488372093,NISP,pollen,,0.0,AMS019
Site 20 (Swain unpublished),46.08,-88.62,,,,Tsuga,7.0,302.0,2.3178807947,NISP,pollen,,0.0,AMS020
Site 21 (Swain unpublished),46.18,-89.07,,,,Tsuga,62.0,728.0,8.51648351648,NISP,pollen,,0.0,AMS021
Site 22 (Swain unpublished),46.25,-89.42,,,,Tsuga,25.0,415.0,6.02409638554,NISP,pollen,,0.0,AMS022
Site 23 (Swain unpublished),46.48,-89.95,,,,Tsuga,20.0,317.0,6.30914826498,NISP,pollen,,0.0,AMS023
Site 24 (Swain unpublished),46.42,-90.4,,,,Tsuga,44.0,379.0,11.6094986807,NISP,pollen,,0.0,AMS024
Site 25 (Swain unpublished),46.28,-90.58,,,,Tsuga,15.0,409.0,3.66748166259,NISP,pollen,,0.0,AMS025
Site 26 (Swain unpublished),46.27,-90.17,,,,Tsuga,29.0,342.0,8.47953216374,NISP,pollen,,0.0,AMS026
Site 27 (Swain unpublished),46.15,-89.97,,,,Tsuga,7.0,320.0,2.1875,NISP,pollen,,0.0,AMS027
Site 28 (Swain unpublished),45.9,-90.08,,,,Tsuga,31.0,452.0,6.85840707965,NISP,pollen,,0.0,AMS028
Site 29 (Swain unpublished),46.15,-90.63,,,,Tsuga,14.0,311.0,4.50160771704,NISP,pollen,,0.0,AMS029
Site 31 (Swain unpublished),46.05,-91.72,,,,Tsuga,3.0,437.0,0.686498855835,NISP,pollen,,0.0,AMS031
Site 32 (Swain unpublished),46.22,-91.8,,,,Tsuga,1.0,441.0,0.226757369615,NISP,pollen,,0.0,AMS032
Site 33 (Swain unpublished),45.63,-91.58,,,,Tsuga,2.0,309.0,0.647249190939,NISP,pollen,,0.0,AMS033
Site 35 (Swain unpublished),45.9,-90.97,,,,Tsuga,26.0,451.0,5.76496674058,NISP,pollen,,0.0,AMS035
Site 36 (Swain unpublished),45.83,-90.62,,,,Tsuga,30.0,420.0,7.14285714286,NISP,pollen,,0.0,AMS036
Site 37 (Swain unpublished),45.6,-90.3,,,,Tsuga,21.0,330.0,6.36363636364,NISP,pollen,,0.0,AMS037
Site 38 (Swain unpublished),45.3,-90.32,,,,Tsuga,33.0,310.0,10.6451612903,NISP,pollen,,0.0,AMS038
Site 39 (Swain unpublished),43.6,-88.2,,,,Tsuga,1.0,298.0,0.335570469799,NISP,pollen,,0.0,AMS039
Site 40 (Swain unpublished),43.87,-88.22,,,,Tsuga,1.0,309.0,0.323624595469,NISP,pollen,,0.0,AMS040
Site 43 (Swain unpublished),44.15,-88.07,,,,Tsuga,2.0,324.0,0.617283950617,NISP,pollen,,0.0,AMS043
Site 44 (Swain unpublished),44.28,-87.73,,,,Tsuga,8.0,340.0,2.35294117647,NISP,pollen,,0.0,AMS044
Site 45 (Swain unpublished),44.42,-87.87,,,,Tsuga,11.0,290.0,3.79310344828,NISP,pollen,,0.0,AMS045
Site 46 (Swain unpublished),45.57,-89.7,,,,Tsuga,5.0,325.0,1.53846153846,NISP,pollen,,0.0,AMS046
Site 47 (Swain unpublished),45.42,-89.48,,,,Tsuga,37.0,413.0,8.9588377724,NISP,pollen,,0.0,AMS047
Site 48 (Swain unpublished),45.13,-90.65,,,,Tsuga,49.0,442.0,11.0859728507,NISP,pollen,,0.0,AMS048
Site 49 (Swain unpublished),45.57,-92.0,,,,Tsuga,1.0,343.0,0.291545189504,NISP,pollen,,0.0,AMS049
Site 50 (Swain unpublished),42.1,-78.75,,,,Tsuga,28.0,420.0,6.66666666667,NISP,pollen,,0.0,AMS050
Site 51 (Swain unpublished),41.75,-79.17,,,,Tsuga,96.0,434.0,22.1198156682,NISP,pollen,,0.0,AMS051
Site 52 (Swain unpublished),41.62,-78.75,,,,Tsuga,33.0,430.0,7.67441860465,NISP,pollen,,0.0,AMS052
Site 53 (Swain unpublished),41.73,-78.42,,,,Tsuga,11.0,395.0,2.78481012658,NISP,pollen,,0.0,AMS053
Site 54 (Swain unpublished),41.83,-77.95,,,,Tsuga,37.0,421.0,8.78859857482,NISP,pollen,,0.0,AMS054
Site 55 (Swain unpublished),41.72,-77.77,,,,Tsuga,23.0,396.0,5.80808080808,NISP,pollen,,0.0,AMS055
Site 56 (Swain unpublished),41.87,-77.05,,,,Tsuga,13.0,483.0,2.69151138716,NISP,pollen,,0.0,AMS056
Site 57 (Swain unpublished),41.73,-77.3,,,,Tsuga,9.0,373.0,2.41286863271,NISP,pollen,,0.0,AMS057
Site 58 (Swain unpublished),41.88,-76.72,,,,Tsuga,22.0,485.0,4.53608247423,NISP,pollen,,0.0,AMS058
Site 59 (Swain unpublished),41.9,-76.23,,,,Tsuga,93.0,465.0,20.0,NISP,pollen,,0.0,AMS059
Site 60 (Swain unpublished),41.58,-76.17,,,,Tsuga,18.0,412.0,4.36893203883,NISP,pollen,,0.0,AMS060
Site 61 (Swain unpublished),41.52,-76.6,,,,Tsuga,23.0,529.0,4.34782608696,NISP,pollen,,0.0,AMS061
Site 62 (Swain unpublished),41.48,-77.03,,,,Tsuga,36.0,532.0,6.76691729323,NISP,pollen,,0.0,AMS062
Site 63 (Swain unpublished),41.3,-76.58,,,,Tsuga,28.0,383.0,7.31070496084,NISP,pollen,,0.0,AMS063
Site 64 (Swain unpublished),41.12,-76.5225,,,,Tsuga,13.0,427.0,3.04449648712,NISP,pollen,,0.0,AMS064
Site 65 (Swain unpublished),40.83,-76.37,,,,Tsuga,28.0,548.0,5.10948905109,NISP,pollen,,0.0,AMS065
Site 66 (Swain unpublished),40.62,-76.05,,,,Tsuga,8.0,440.0,1.81818181818,NISP,pollen,,0.0,AMS066
Site 67 (Swain unpublished),40.07,-75.83,,,,Tsuga,2.0,366.0,0.546448087432,NISP,pollen,,0.0,AMS067
Site 68 (Swain unpublished),40.23,-75.53,,,,Tsuga,1.0,354.0,0.282485875706,NISP,pollen,,0.0,AMS068
Site 70 (Swain unpublished),40.45,-75.52,,,,Tsuga,2.0,466.0,0.429184549356,NISP,pollen,,0.0,AMS070
Site 71 (Swain unpublished),40.85,-75.8,,,,Tsuga,10.0,366.0,2.73224043716,NISP,pollen,,0.0,AMS071
Site 72 (Swain unpublished),40.82,-76.05,,,,Tsuga,18.0,491.0,3.66598778004,NISP,pollen,,0.0,AMS072
Site 73 (Swain unpublished),41.05,-75.93,,,,Tsuga,17.0,529.0,3.21361058601,NISP,pollen,,0.0,AMS073
Site 74 (Swain unpublished),41.18,-75.75,,,,Tsuga,22.0,359.0,6.12813370474,NISP,pollen,,0.0,AMS074
Site 75 (Swain unpublished),41.27,-76.08,,,,Tsuga,15.0,373.0,4.02144772118,NISP,pollen,,0.0,AMS075
Site 76 (Swain unpublished),41.6,-75.75,,,,Tsuga,15.0,355.0,4.22535211268,NISP,pollen,,0.0,AMS076
Site 77 (Swain unpublished),41.78,-75.53,,,,Tsuga,16.0,367.0,4.35967302452,NISP,pollen,,0.0,AMS077
Site 78 (Swain unpublished),42.02,-75.45,,,,Tsuga,23.0,564.0,4.0780141844,NISP,pollen,,0.0,AMS078
Site 79 (Swain unpublished),42.2,-75.93,,,,Tsuga,11.0,398.0,2.76381909548,NISP,pollen,,0.0,AMS079
Site 80 (Swain unpublished),42.25,-76.05,,,,Tsuga,19.0,372.0,5.10752688172,NISP,pollen,,0.0,AMS080
Site 81 (Swain unpublished),42.22,-77.27,,,,Tsuga,40.0,521.0,7.67754318618,NISP,pollen,,0.0,AMS081
Site 82 (Swain unpublished),42.48,-77.57,,,,Tsuga,15.0,358.0,4.18994413408,NISP,pollen,,0.0,AMS082
Site 83 (Swain unpublished),42.23,-77.98,,,,Tsuga,25.0,476.0,5.25210084034,NISP,pollen,,0.0,AMS083
Site 84 (Swain unpublished),42.23,-78.32,,,,Tsuga,14.0,482.0,2.90456431535,NISP,pollen,,0.0,AMS084
Site 85 (Swain unpublished),41.55,-74.07,,,,Tsuga,7.0,413.0,1.69491525424,NISP,pollen,,0.0,AMS085
Site 86 (Swain unpublished),42.2,-74.05,,,,Tsuga,35.0,410.0,8.53658536585,NISP,pollen,,0.0,AMS086
Site 87 (Swain unpublished),43.55,-73.82,,,,Tsuga,52.0,372.0,13.9784946237,NISP,pollen,,0.0,AMS087
Site 88 (Swain unpublished),43.97,-74.13,,,,Tsuga,15.0,380.0,3.94736842105,NISP,pollen,,0.0,AMS088
Site 89 (Swain unpublished),42.93,-73.78,,,,Tsuga,26.0,427.0,6.08899297424,NISP,pollen,,0.0,AMS089
Site 90 (Swain unpublished),44.52,-74.03,,,,Tsuga,8.0,427.0,1.87353629977,NISP,pollen,,0.0,AMS090
Site 91 (Swain unpublished),44.15,-73.75,,,,Tsuga,17.0,362.0,4.69613259669,NISP,pollen,,0.0,AMS091
Site 92 (Swain unpublished),43.98,-74.45,,,,Tsuga,17.0,365.0,4.65753424658,NISP,pollen,,0.0,AMS092
Site 93 (Swain unpublished),44.45,-74.25,,,,Tsuga,19.0,364.0,5.21978021978,NISP,pollen,,0.0,AMS093
Site 94 (Swain unpublished),43.23,-73.72,,,,Tsuga,19.0,327.0,5.81039755352,NISP,pollen,,0.0,AMS094
Site 95 (Swain unpublished),44.32,-74.42,,,,Tsuga,16.0,339.0,4.7197640118,NISP,pollen,,0.0,AMS095
Site 96 (Swain unpublished),43.43,-74.05,,,,Tsuga,20.0,364.0,5.49450549451,NISP,pollen,,0.0,AMS096
Site 97 (Swain unpublished),43.78,-74.25,,,,Tsuga,12.0,415.0,2.89156626506,NISP,pollen,,0.0,AMS097
Site 98 (Swain unpublished),44.08,-74.52,,,,Tsuga,13.0,380.0,3.42105263158,NISP,pollen,,0.0,AMS098
Site 99 (Swain unpublished),43.38,-74.3,,,,Tsuga,29.0,395.0,7.3417721519,NISP,pollen,,0.0,AMS099
Site 100 (Swain unpublished),43.92,-73.7,,,,Tsuga,17.0,327.0,5.19877675841,NISP,pollen,,0.0,AMS100
Site 101 (Swain unpublished),44.8,-71.17,,,,Tsuga,11.0,365.0,3.01369863014,NISP,pollen,,0.0,AMS101
Site 102 (Swain unpublished),43.02,-72.15,,,,Tsuga,12.0,395.0,3.03797468354,NISP,pollen,,0.0,AMS102
Site 103 (Swain unpublished),44.7,-72.28,,,,Tsuga,7.0,331.0,2.11480362538,NISP,pollen,,0.0,AMS103
Site 104 (Swain unpublished),44.07,-72.58,,,,Tsuga,39.0,369.0,10.5691056911,NISP,pollen,,0.0,AMS104
Site 105 (Swain unpublished),43.28,-73.0,,,,Tsuga,50.0,336.0,14.880952381,NISP,pollen,,0.0,AMS105
Site 106 (Swain unpublished),41.45,-71.95,,,,Tsuga,7.0,331.0,2.11480362538,NISP,pollen,,0.0,AMS106
Site 107 (Swain unpublished),41.87,-71.9,,,,Tsuga,1.0,343.0,0.291545189504,NISP,pollen,,0.0,AMS107
Site 108 (Swain unpublished),41.77,-76.58,,,,Tsuga,39.0,397.0,9.82367758186,NISP,pollen,,0.0,AMS108
Site 109 (Swain unpublished),45.18,-70.45,,,,Tsuga,11.0,366.0,3.00546448087,NISP,pollen,,0.0,AMS109
Site 110 (Swain unpublished),45.953333,-75.87,,,,Tsuga,86.0,551.0,15.6079854809,NISP,pollen,,0.0,AMS110
Site 111 (Swain unpublished),41.9,-75.32,,,,Tsuga,70.0,341.0,20.5278592375,NISP,pollen,,0.0,AMS111
Site 112 (Swain unpublished),46.62,-68.02,,,,Tsuga,10.0,320.0,3.125,NISP,pollen,,0.0,AMS112
Site 113 (Swain unpublished),47.03,-68.2,,,,Tsuga,7.0,365.0,1.91780821918,NISP,pollen,,0.0,AMS113
Site 115 (Swain unpublished),46.77,-68.47,,,,Tsuga,7.0,350.0,2.0,NISP,pollen,,0.0,AMS115
Site 116 (Swain unpublished),46.03,-68.17,,,,Tsuga,8.0,353.0,2.26628895184,NISP,pollen,,0.0,AMS116
Site 117 (Swain unpublished),45.63,-68.62,,,,Tsuga,17.0,363.0,4.68319559229,NISP,pollen,,0.0,AMS117
Site 118 (Swain unpublished),45.37,-68.48,,,,Tsuga,46.0,388.0,11.8556701031,NISP,pollen,,0.0,AMS118
Site 119 (Swain unpublished),44.23,-70.03,,,,Tsuga,30.0,406.0,7.38916256158,NISP,pollen,,0.0,AMS119
Site 120 (Swain unpublished),44.8,-70.15,,,,Tsuga,13.0,342.0,3.80116959064,NISP,pollen,,0.0,AMS120
Site 121 (Swain unpublished),41.88,-74.08,,,,Tsuga,12.0,444.0,2.7027027027,NISP,pollen,,0.0,AMS121
Site 122 (Swain unpublished),42.6,-74.05,,,,Tsuga,16.0,567.0,2.82186948854,NISP,pollen,,0.0,AMS122
Site 123 (Swain unpublished),43.65,-74.4,,,,Tsuga,16.0,589.0,2.71646859083,NISP,pollen,,0.0,AMS123
Site 124 (Swain unpublished),43.13,-74.05,,,,Tsuga,34.0,546.0,6.22710622711,NISP,pollen,,0.0,AMS124
Hell's Kitchen Lake,46.183333,-89.7,,,,Tsuga,23.0,342.0,6.72514619883,NISP,pollen,,0.0,AMS126
Lake Mary,46.25,-89.9,,,,Tsuga,37.0,403.0,9.18114143921,NISP,pollen,,0.0,AMS127
Greens Lake,42.28,-73.88,,,,Tsuga,15.0,376.0,3.98936170213,NISP,pollen,,0.0,AMS128
Emily Lake,44.5,-89.5,,,,Tsuga,1.0,464.0,0.215517241379,NISP,pollen,,0.0,AMS129
Anderson Pond,36.03015,-85.50132,,,75.0,Tsuga,1.0,1113.0,0.0898472596586,NISP,pollen,,40.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,925.0,Tsuga,1.0,1191.0,0.0839630562552,NISP,pollen,,68.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,3391.0,Tsuga,7.0,1080.0,0.648148148148,NISP,pollen,,88.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,3884.0,Tsuga,1.0,1032.0,0.0968992248062,NISP,pollen,,92.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,4870.0,Tsuga,3.0,1256.0,0.238853503185,NISP,pollen,,100.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,5363.0,Tsuga,3.0,1564.0,0.191815856777,NISP,pollen,,104.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,5941.0,Tsuga,1.0,1088.0,0.0919117647059,NISP,pollen,,108.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,6605.0,Tsuga,4.0,1402.0,0.285306704708,NISP,pollen,,112.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,7270.0,Tsuga,3.0,1164.0,0.257731958763,NISP,pollen,,116.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,8597.0,Tsuga,3.0,851.0,0.352526439483,NISP,pollen,,124.0,ANDERSON
Anderson Pond,36.03015,-85.50132,,,9832.0,Tsuga,2.0,838.0,0.238663484487,NISP,pollen,,132.0,ANDERSON
Andrus Lake,46.7,-85.040278,,,-33.0,Tsuga,2.0,117641.0,0.00170008755451,NISP,pollen,,0.25,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,-22.0,Tsuga,6.0,117580.0,0.00510290865794,NISP,pollen,,3.25,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,-5.0,Tsuga,4.0,117664.0,0.00339951047049,NISP,pollen,,6.25,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,28.0,Tsuga,4.0,117520.0,0.00340367597005,NISP,pollen,,10.25,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,32.0,Tsuga,6.0,117558.0,0.00510386362476,NISP,pollen,,10.75,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,35.0,Tsuga,3.0,117551.0,0.0025520837764,NISP,pollen,,11.25,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,38.0,Tsuga,5.0,117530.0,0.0042542329618,NISP,pollen,,11.75,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,40.0,Tsuga,4.0,117575.0,0.00340208377631,NISP,pollen,,12.25,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,51.0,Tsuga,13.0,117534.0,0.0110606292647,NISP,pollen,,15.25,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,54.0,Tsuga,8.0,117531.0,0.00680671482417,NISP,pollen,,16.75,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,58.0,Tsuga,7.0,117555.0,0.00595465952108,NISP,pollen,,18.25,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,84.0,Tsuga,9.0,117550.0,0.00765631646108,NISP,pollen,,25.25,ANDRUSLK
Andrus Lake,46.7,-85.040278,,,141.0,Tsuga,7.0,117578.0,0.00595349470139,NISP,pollen,,40.5,ANDRUSLK
Vreeland Pond,41.05,-74.25,,,,Tsuga,2.0,501.0,0.399201596806,NISP,pollen,,0.0,AS001
Axe Lake,45.38,-79.51,,,-17.0,Tsuga,20.0,287.0,6.96864111498,NISP,pollen,,1.0,AXELAKE
Axe Lake,45.38,-79.51,,,228.0,Tsuga,16.0,242.0,6.61157024793,NISP,pollen,,20.0,AXELAKE
Axe Lake,45.38,-79.51,,,485.0,Tsuga,33.0,229.0,14.4104803493,NISP,pollen,,40.0,AXELAKE
Axe Lake,45.38,-79.51,,,743.0,Tsuga,22.0,217.0,10.1382488479,NISP,pollen,,60.0,AXELAKE
Axe Lake,45.38,-79.51,,,1001.0,Tsuga,39.0,223.0,17.4887892377,NISP,pollen,,80.0,AXELAKE
Axe Lake,45.38,-79.51,,,1259.0,Tsuga,30.0,228.0,13.1578947368,NISP,pollen,,100.0,AXELAKE
Axe Lake,45.38,-79.51,,,1516.0,Tsuga,21.0,219.0,9.58904109589,NISP,pollen,,120.0,AXELAKE
Axe Lake,45.38,-79.51,,,1774.0,Tsuga,23.0,215.0,10.6976744186,NISP,pollen,,140.0,AXELAKE
Axe Lake,45.38,-79.51,,,2032.0,Tsuga,38.0,214.0,17.7570093458,NISP,pollen,,160.0,AXELAKE
Axe Lake,45.38,-79.51,,,2290.0,Tsuga,16.0,215.0,7.44186046512,NISP,pollen,,180.0,AXELAKE
Axe Lake,45.38,-79.51,,,2547.0,Tsuga,18.0,215.0,8.37209302326,NISP,pollen,,200.0,AXELAKE
Axe Lake,45.38,-79.51,,,2805.0,Tsuga,14.0,215.0,6.51162790698,NISP,pollen,,220.0,AXELAKE
Axe Lake,45.38,-79.51,,,3063.0,Tsuga,10.0,219.0,4.56621004566,NISP,pollen,,240.0,AXELAKE
Axe Lake,45.38,-79.51,,,3320.0,Tsuga,6.0,218.0,2.75229357798,NISP,pollen,,260.0,AXELAKE
Axe Lake,45.38,-79.51,,,3578.0,Tsuga,7.0,223.0,3.13901345291,NISP,pollen,,280.0,AXELAKE
Axe Lake,45.38,-79.51,,,3836.0,Tsuga,4.0,222.0,1.8018018018,NISP,pollen,,300.0,AXELAKE
Axe Lake,45.38,-79.51,,,4094.0,Tsuga,4.0,223.0,1.79372197309,NISP,pollen,,320.0,AXELAKE
Axe Lake,45.38,-79.51,,,4351.0,Tsuga,9.0,221.0,4.07239819005,NISP,pollen,,340.0,AXELAKE
Axe Lake,45.38,-79.51,,,4609.0,Tsuga,5.0,215.0,2.32558139535,NISP,pollen,,360.0,AXELAKE
Axe Lake,45.38,-79.51,,,4908.0,Tsuga,28.0,217.0,12.9032258065,NISP,pollen,,380.0,AXELAKE
Axe Lake,45.38,-79.51,,,5274.0,Tsuga,17.0,224.0,7.58928571429,NISP,pollen,,400.0,AXELAKE
Axe Lake,45.38,-79.51,,,5641.0,Tsuga,24.0,213.0,11.2676056338,NISP,pollen,,420.0,AXELAKE
Axe Lake,45.38,-79.51,,,6008.0,Tsuga,15.0,215.0,6.97674418605,NISP,pollen,,440.0,AXELAKE
Axe Lake,45.38,-79.51,,,6375.0,Tsuga,7.0,209.0,3.34928229665,NISP,pollen,,460.0,AXELAKE
Axe Lake,45.38,-79.51,,,6742.0,Tsuga,3.0,211.0,1.42180094787,NISP,pollen,,480.0,AXELAKE
Axe Lake,45.38,-79.51,,,7108.0,Tsuga,4.0,220.0,1.81818181818,NISP,pollen,,500.0,AXELAKE
Axe Lake,45.38,-79.51,,,7639.0,Tsuga,1.0,221.0,0.452488687783,NISP,pollen,,540.0,AXELAKE
Axe Lake,45.38,-79.51,,,8391.0,Tsuga,3.0,218.0,1.37614678899,NISP,pollen,,600.0,AXELAKE
Axe Lake,45.38,-79.51,,,9144.0,Tsuga,2.0,499.0,0.400801603206,NISP,pollen,,660.0,AXELAKE
Axe Lake,45.38,-79.51,,,9394.0,Tsuga,2.0,2589.0,0.0772499034376,NISP,pollen,,680.0,AXELAKE
Axe Lake,45.38,-79.51,,,9645.0,Tsuga,4.0,1254.0,0.318979266348,NISP,pollen,,700.0,AXELAKE
Axe Lake,45.38,-79.51,,,9896.0,Tsuga,4.0,1060.0,0.377358490566,NISP,pollen,,720.0,AXELAKE
